error_count,complexity_score,past_score,cognitive_state,rule_id,label_source,rater
3,5,71,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,11,44,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,6,58,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,8,13,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,5,14,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,5,40,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,14,34,High Cognitive Load,R7,rubric,cognitive_rubric.v1
5,11,44,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,4,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,4,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,17,59,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,4,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,20,53,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,4,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,20,70,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,19,42,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,4,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,18,41,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,5,82,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,4,16,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,2,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,5,39,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,4,37,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,3,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,64,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,7,68,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,6,49,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,59,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,7,67,High Cognitive Load,R5,rubric,cognitive_rubric.v1
5,2,55,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,5,45,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,6,53,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,17,79,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,16,69,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,11,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,13,41,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,9,39,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,18,51,High Cognitive Load,R7,rubric,cognitive_rubric.v1
3,2,68,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,3,50,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,4,46,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,11,62,High Cognitive Load,R4,rubric,cognitive_rubric.v1
6,14,51,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
5,12,92,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,4,31,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,10,80,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,8,66,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,1,47,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,4,82,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,65,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,12,54,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,4,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,16,71,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,1,45,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,6,85,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
7,5,25,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,9,31,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,12,62,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,3,52,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,4,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,2,87,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,46,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,1,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,8,71,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,3,73,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,9,63,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,10,80,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,6,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,61,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,61,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,16,47,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,2,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,7,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,76,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,9,87,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,20,66,High Cognitive Load,R7,rubric,cognitive_rubric.v1
3,20,34,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,4,46,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,40,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,20,18,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,15,52,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,4,59,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,20,38,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,12,75,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,9,84,High Cognitive Load,R5,rubric,cognitive_rubric.v1
1,3,66,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,9,61,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,17,57,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,5,33,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,4,76,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,10,30,High Cognitive Load,R4,rubric,cognitive_rubric.v1
5,13,50,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,4,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,65,High Cognitive Load,R5,rubric,cognitive_rubric.v1
1,5,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,1,32,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,8,40,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,4,26,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,19,53,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,14,71,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,3,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,5,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,9,84,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,5,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,77,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,35,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,11,59,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,5,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,6,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,2,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,14,83,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,46,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,20,74,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,15,68,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,16,66,High Cognitive Load,R7,rubric,cognitive_rubric.v1
4,8,36,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,3,59,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,14,69,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,5,46,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,5,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,2,71,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,20,49,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,7,84,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,9,85,High Cognitive Load,R5,rubric,cognitive_rubric.v1
3,6,73,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,11,79,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,2,48,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,12,83,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,8,24,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,81,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,3,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,57,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,13,45,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,13,75,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,1,72,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,3,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,9,57,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,9,65,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,7,50,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,20,55,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,20,64,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,3,100,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,12,74,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,4,30,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,12,57,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,4,87,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,78,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,19,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,6,17,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,20,25,High Cognitive Load,R7,rubric,cognitive_rubric.v1
2,3,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,71,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,15,66,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,7,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,10,60,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,3,68,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,10,45,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,3,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,68,High Cognitive Load,R5,rubric,cognitive_rubric.v1
4,9,90,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,2,16,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,12,11,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,17,60,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,4,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,20,71,High Cognitive Load,R7,rubric,cognitive_rubric.v1
4,8,45,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,8,62,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,7,31,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,4,67,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,2,39,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,2,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,4,37,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,19,78,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,4,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,83,High Cognitive Load,R5,rubric,cognitive_rubric.v1
3,3,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,7,17,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
5,8,32,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,11,51,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,7,56,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,7,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,6,72,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,3,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,5,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,9,55,High Cognitive Load,R6,rubric,cognitive_rubric.v1
5,7,57,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,1,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,11,73,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,16,54,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,14,100,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,13,33,High Cognitive Load,R4,rubric,cognitive_rubric.v1
5,10,52,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,6,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,8,51,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,8,34,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,55,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,1,25,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,5,66,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,8,71,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,8,80,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
5,7,16,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,6,76,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,6,64,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,6,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,4,31,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,11,93,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,6,90,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,8,83,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,1,37,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,8,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,1,31,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,6,66,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,20,65,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,9,65,High Cognitive Load,R5,rubric,cognitive_rubric.v1
3,4,100,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,15,49,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,7,40,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,5,55,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,14,82,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,12,22,High Cognitive Load,R7,rubric,cognitive_rubric.v1
3,12,20,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,13,64,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,6,100,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,4,76,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,3,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,68,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,11,38,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,45,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,12,46,High Cognitive Load,R7,rubric,cognitive_rubric.v1
3,2,22,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,3,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,14,41,High Cognitive Load,R4,rubric,cognitive_rubric.v1
7,13,2,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,5,23,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,10,39,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,16,80,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,6,94,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,3,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,5,14,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
6,20,41,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,5,39,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,5,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,61,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,69,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,19,76,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,54,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,7,61,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,3,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,4,23,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,15,38,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,2,35,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,9,36,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,15,33,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,16,63,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
7,20,49,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
5,17,58,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,12,72,High Cognitive Load,R7,rubric,cognitive_rubric.v1
3,2,36,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,5,91,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,94,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,20,51,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,2,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,6,65,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,1,55,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
6,7,71,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,8,13,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,20,14,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,4,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,8,38,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,7,85,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,4,77,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,6,57,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,86,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,7,45,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,46,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,13,43,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,5,84,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,2,45,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,13,81,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,5,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,4,71,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,8,57,High Cognitive Load,R6,rubric,cognitive_rubric.v1
5,5,63,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,3,72,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,9,77,High Cognitive Load,R5,rubric,cognitive_rubric.v1
3,3,33,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,11,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,6,26,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,9,34,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,8,63,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,4,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,31,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,8,61,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,7,84,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,10,65,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,9,63,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,17,58,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,1,55,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,9,57,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,15,91,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,5,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,20,66,High Cognitive Load,R7,rubric,cognitive_rubric.v1
1,2,100,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,2,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,7,76,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,4,78,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,100,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,1,63,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,9,75,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,5,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,13,40,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,11,33,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,3,77,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,4,64,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,4,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,2,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,1,35,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,3,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,2,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,40,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,20,80,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,2,14,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,5,71,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
6,12,71,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,5,58,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,5,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
7,13,19,Needs Simple Basics,R2,rubric_coverage_topup,cognitive_rubric.v1
1,12,47,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,7,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,13,75,High Cognitive Load,R4,rubric,cognitive_rubric.v1
5,8,63,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
5,12,30,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,13,75,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,2,22,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,12,67,High Cognitive Load,R4,rubric,cognitive_rubric.v1
5,20,65,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,1,45,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,5,26,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,7,18,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,39,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,3,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,7,71,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,7,93,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,16,47,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,8,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,75,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,3,56,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,5,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,16,44,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,6,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,7,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,72,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,5,100,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,3,45,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,8,4,Needs Simple Basics,R2,rubric_coverage_topup,cognitive_rubric.v1
1,5,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,18,90,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,6,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,2,48,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,1,35,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,4,17,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,1,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,7,53,High Cognitive Load,R6,rubric,cognitive_rubric.v1
8,4,32,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,5,33,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,6,61,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,16,95,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,8,66,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,16,64,High Cognitive Load,R7,rubric,cognitive_rubric.v1
2,14,62,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,3,52,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,4,32,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,6,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,18,68,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,5,57,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,4,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,13,37,High Cognitive Load,R7,rubric,cognitive_rubric.v1
4,19,57,High Cognitive Load,R4,rubric,cognitive_rubric.v1
